combined,sentiment
Simple healthy and hearty! That's what cedele is for me.... Love it!!,5
Food was average. Cake variety is good. Tea as usual my favourite. Surprised got crowd n mostly eating salads n veg. Healthy meal...,3
Is always a delight to eat at Cedele. Love their soups sandwiches and cakes. Even the breakfast items are great.,5
counter staff forever slow and no initiative for another staff to help out when Q is forming longer especially during peak time... and their slice cakes sizes is always differently cut in sizes as there's time when it was pathetically cut …,2
"efficient prompt service, healthy delicious food. the cakes and bread rarely disappoint. we ordered the gula melaka ondeh ondeh cake, the lemon cloud and the carrot cake... family favourites!",5
Menu keeps changing. They can't seem to make up their minds what to offer. Has changed at least twice in past 4 months. Will not recommend if you are after consistent food.,2
"9 tables of 4 with only 2 people at the tables with people waiting for tables ! Very inefficient. Whoever is supposed to be managing this place is not maximising seating capacity at all, very poor mgt.",1
"They give wrong information to people by labelling sandwiches as “plant based” on their menu, the breads they serve the sandwich include eggs/dairy. Disappointing!",1
The carrot walnut cake is a must try!,5
High quality baked goods with a very tasty done in menu for all points of the day. Health conscious along side guilty pleasures!� …,5
"Excellent place to have a small gathering of friends or just to enjoy a quiet lone time reading a book n enjoying their many different breads,  food options n yummy cakes along with their drink selections. …",5
Came with my auntie and the service was great. I know the staff are all working very hard. Thank you!,5
"The slice is soooo small. It has been inconsistent in the cake slices, especially for pick up orders.
Disappointed.",2
"Food is great! Though the ambience not so much, tables tend to be not properly cleaned either. Points for improvement :)",4
Nice cake,4
"Messy noisy, not even checking temperature of customers. Where’s the safety and customer service. Try at your own risk and frustration.",1
A quiet outlet that serve the neighborhood. Is a cosy outlet where you can chill and relax.,4
Bought a pandan cake - it looked soft and tasted great - would be even better if it had been a touch more pandan-y.,3
Have stopped patronising this outlet as nothing quite annoys me more than seeing rude and seemingly unhappy staff.  Have other better ways to spend my day and money.,2
Good for brunch considering the portion size. Worth a try once in a while.,4
Visited last week. Food not that bad. But overpriced i felt.,3
I ❤️ carrot cake!,5
Air con not working. Very stuffy. Staff did not open door to ventilate. Not the first time with such issue.,1
3 course dinner package available now.,5
Healthy and delicious food here. Go give the banana pancake a try. Super nice 👍 …,5
Heavily understaffed. Waited 40 minutes for a simple sandwich,2
"Ondeh Ondeh cake.. delicious.
Pricey cafe but good.",4
Love the food. Healthy and delicious. Great for families with kids,5
Nice place but cashier didn't give me a receipt,3
Decent food. You may smell of kitchen after you leave.,3
"We waited one hour for a breakfast wrap, turns out too salty.",2
Staff is SLOW and unaware of the menu. Place is untidy. Sad.,1
It is a nice place to have a small gathering for a family.,4
"Got some fly, disappointed",2
Nice selection of free breads to go with their tasty soups.,4
"Consistent food and good service.
Great breads!",5
The worst service level i have experienced in my life.,1
Peak hours - packed with customers. Off-peak hours - packed with students mugging away.,3
"Ample seating area.
Decent food.",4
Very poor and disorganised customer service.,1
Great place for a quiet brunch and chat,5
Nice food n ambiemce to congregate in private.,4
Loves the less sweet matcha latte!,5
"V peaceful, comforting and amazing menu.",5
Excellent & vigilant staff such as Jasmine,5
Nice cozy place and good service from staff,4
"nice environment, good serbice, nice food",4
Good,4
Cosy and nice place for brunch,4
"Crowded, slow and expensive",2
Slight product changes are not to the better,3
Very delicious food and pastry,5
Nice food,4
"very slow, lousy service",1
Good place for gathering,4
not worth the money,1
Service is poor and slow.,2
Ok,3
Worst burger ever,1
Spaciousness and great service,5
Love the pastries here,5
Delicious sourdoughs,4
It was OK,3
Mediocre branch unfortunately.,2
Simple and quiet place,5
Sweet,5
Nice cakes and coffee,4
Fantastic cakes,5
Good coffee,4
Slow service,2
Healthy breakfast,5
Healthy food,4
Posh diner,3
Unpretentious food,1
"(Translated by Google) Weekend morning brunch here🥗☕️👍

(Original)
주말 아침 브런치는 여기에서🥗 …",5
"(Translated by Google) It's quiet and quiet. If you order the soup, you can just keep bringing bread. The price is cheap and the taste is just. …",4
Pastamania � …,5
"(Translated by Google) Suitable and waking to MRT

(Original)
Convient and waking to MRT",5
"(Translated by Google) suitable for brunch

(Original)
브런치하기에 적당",4
Soso,3
"Wild mushrooms soups very powdery
Raspberry vanilla soda tasted like medicine & no VANILLA taste in it.  Latte jus normal. …",2
"Disappointed after visiting this Cedele branch. My main issue is the main course I ordered. The pancake was not well made and a miserable two slices of bacon. I ordered the curried pumpkin but probably not my palate. The only reason I gave a one star is the organic coffee and chamomile tea, which are similar to other outlets.",1
